No errors
No warnings
345 ms
data source=metars
4824 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
SBSN 050600Z 20004KT 9999 SCT015 24/22 Q1014,SBSN,2021-08-05T06:00:00Z,-2.42,-54.78,24.0,22.0,200,4,,6.21,29.940945,,,,,,,,,,,SCT,1500,,,,,,,VFR,,,,,,,,,,,,METAR,57.0
SBSL 050600Z 06005KT CAVOK 25/23 Q1015,SBSL,2021-08-05T06:00:00Z,-2.58,-44.23,25.0,23.0,60,5,,6.21,29.970472,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,53.0
SBSG 050600Z 21004KT 9999 FEW017 BKN049 22/19 Q1017,SBSG,2021-08-05T06:00:00Z,-5.77,-35.37,22.0,19.0,210,4,,6.21,30.029528,,,,,,,,,,,FEW,1700,BKN,4900,,,,,VFR,,,,,,,,,,,,METAR,83.0
SBSC 050600Z 17002KT CAVOK 14/13 Q1028,SBSC,2021-08-05T06:00:00Z,-22.92,-43.72,14.0,13.0,170,2,,6.21,30.35433,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
SBRP 050600Z 10007KT 080V160 CAVOK 15/10 Q1024,SBRP,2021-08-05T06:00:00Z,-21.13,-47.77,15.0,10.0,100,7,,6.21,30.236221,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,550.0
SBRF 050600Z 25006KT 6000 -DZ BKN008 BKN015 20/20 Q1018,SBRF,2021-08-05T06:00:00Z,-8.13,-34.92,20.0,20.0,250,6,,3.73,30.059055,,,,,,,,,,-DZ,BKN,800,BKN,1500,,,,,IFR,,,,,,,,,,,,METAR,10.0
SBRB 050600Z 18004KT 7000 NSC 20/15 Q1018,SBRB,2021-08-05T06:00:00Z,-9.87,-67.88,20.0,15.0,180,4,,4.35,30.059055,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,190.0
SBPV 050600Z 00000KT CAVOK 22/18 Q1015,SBPV,2021-08-05T06:00:00Z,-8.72,-63.9,22.0,18.0,0,0,,6.21,29.970472,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,89.0
SBPS 050600Z 24004KT 190V270 6000 -RA SCT009 BKN019 19/19 Q1023,SBPS,2021-08-05T06:00:00Z,-16.43,-39.07,19.0,19.0,240,4,,3.73,30.206694,,,,,,,,,,-RA,SCT,900,BKN,1900,,,,,MVFR,,,,,,,,,,,,METAR,44.0
SBPL 050600Z 18010KT 9999 SCT020 20/16 Q1021,SBPL,2021-08-05T06:00:00Z,-9.37,-40.57,20.0,16.0,180,10,,6.21,30.147638,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,386.0
SBPJ 050600Z 12004KT 080V160 CAVOK 22/13 Q1017,SBPJ,2021-08-05T06:00:00Z,-10.28,-48.37,22.0,13.0,120,4,,6.21,30.029528,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,226.0
SBPA 050600Z 10006KT 080V140 9999 OVC008 14/14 Q1030,SBPA,2021-08-05T06:00:00Z,-30.0,-51.17,14.0,14.0,100,6,,6.21,30.413385,,,,,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,3.0
SBNT 050600Z 18010KT CAVOK 22/19 Q1017,SBNT,2021-08-05T06:00:00Z,-5.92,-35.25,22.0,19.0,180,10,,6.21,30.029528,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,51.0
SBNM 050600Z AUTO 08009KT CAVOK 11/10 Q1026,SBNM,2021-08-05T06:00:00Z,-28.27,-54.17,11.0,10.0,80,9,,6.21,30.295275,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,325.0
SBMQ 050600Z 01003KT 9999 FEW015 SCT090 27/26 Q1014,SBMQ,2021-08-05T06:00:00Z,0.05,-51.07,27.0,26.0,10,3,,6.21,29.940945,,,,,,,,,,,FEW,1500,SCT,9000,,,,,VFR,,,,,,,,,,,,METAR,15.0
SBMO 050600Z 24009KT 9999 SCT006 BKN010 OVC070 20/20 Q1019,SBMO,2021-08-05T06:00:00Z,-9.52,-35.78,20.0,20.0,240,9,,6.21,30.088583,,,,,,,,,,,SCT,600,BKN,1000,OVC,7000,,,MVFR,,,,,,,,,,,,METAR,116.0
SBMN 050600Z 36006KT 9999 VCTS SCT010 FEW025CB BKN090 23/22 Q1015 RETS,SBMN,2021-08-05T06:00:00Z,-3.13,-59.98,23.0,22.0,360,6,,6.21,29.970472,,,,,,,,,,VCTS,SCT,1000,FEW,2500,BKN,9000,,,VFR,,,,,,,,,,,,METAR,71.0
SBME 050600Z 35004KT CAVOK 14/14 Q1027,SBME,2021-08-05T06:00:00Z,-22.35,-41.77,14.0,14.0,350,4,,6.21,30.324802,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
SBMA 050600Z 35001KT CAVOK 22/20 Q1015,SBMA,2021-08-05T06:00:00Z,-5.37,-49.13,22.0,20.0,350,1,,6.21,29.970472,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,110.0
SBLO 050600Z 11006KT CAVOK 13/10 Q1025,SBLO,2021-08-05T06:00:00Z,-23.33,-51.12,13.0,10.0,110,6,,6.21,30.265747,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,563.0
SBLE 050600Z AUTO 09002KT 9999 FEW028 14/13 Q1024,SBLE,2021-08-05T06:00:00Z,-12.48,-41.28,14.0,13.0,90,2,,6.21,30.236221,,,TRUE,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,495.0
SBLB 050600Z AUTO 14011KT 9999 NCD 22/16 Q1026 W23/S4,SBLB,2021-08-05T06:00:00Z,-22.1,-39.92,22.0,16.0,140,11,,6.21,30.295275,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,10.0
SBKP 050600Z 13011KT CAVOK 13/11 Q1027,SBKP,2021-08-05T06:00:00Z,-23.0,-47.13,13.0,11.0,130,11,,6.21,30.324802,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,659.0
SBJU 050600Z 17006KT CAVOK 22/16 Q1021,SBJU,2021-08-05T06:00:00Z,-7.22,-39.27,22.0,16.0,170,6,,6.21,30.147638,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,407.0
SBJP 050600Z 19008KT 9999 FEW025 SCT070 21/20 Q1018,SBJP,2021-08-05T06:00:00Z,-7.15,-34.95,21.0,20.0,190,8,,6.21,30.059055,,,,,,,,,,,FEW,2500,SCT,7000,,,,,VFR,,,,,,,,,,,,METAR,66.0
SBIZ 050600Z 15002KT CAVOK 22/19 Q1015,SBIZ,2021-08-05T06:00:00Z,-5.52,-47.45,22.0,19.0,150,2,,6.21,29.970472,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,131.0
SBIP 050600Z AUTO VRB03KT CAVOK 13/12 Q1026,SBIP,2021-08-05T06:00:00Z,-19.47,-42.48,13.0,12.0,0,3,,6.21,30.295275,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,240.0
SBGR 050600Z 07004KT 9999 BKN021 12/11 Q1029,SBGR,2021-08-05T06:00:00Z,-23.42,-46.47,12.0,11.0,70,4,,6.21,30.383858,,,,,,,,,,,BKN,2100,,,,,,,MVFR,,,,,,,,,,,,METAR,745.0
SBGO 050600Z 10002KT CAVOK 19/09 Q1022,SBGO,2021-08-05T06:00:00Z,-16.62,-49.22,19.0,9.0,100,2,,6.21,30.177166,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,740.0
SBGL 050600Z 22002KT 9999 FEW020 BKN040 15/14 Q1028,SBGL,2021-08-05T06:00:00Z,-22.82,-43.25,15.0,14.0,220,2,,6.21,30.35433,,,,,,,,,,,FEW,2000,BKN,4000,,,,,VFR,,,,,,,,,,,,METAR,3.0
SBFZ 050600Z 13010KT 9999 SCT020 26/22 Q1016,SBFZ,2021-08-05T06:00:00Z,-3.77,-38.52,26.0,22.0,130,10,,6.21,30.0,,,,,,,,,,,SCT,2000,,,,,,,VFR,,,,,,,,,,,,METAR,32.0
SBFN 050600Z AUTO 14010KT 9999 SCT044 25/23 Q1016,SBFN,2021-08-05T06:00:00Z,-3.85,-32.42,25.0,23.0,140,10,,6.21,30.0,,,TRUE,,,,,,,,SCT,4400,,,,,,,VFR,,,,,,,,,,,,METAR,52.0
SBFL 050600Z 03003KT 4000 -RA BKN010 17/15 Q1029,SBFL,2021-08-05T06:00:00Z,-27.67,-48.53,17.0,15.0,30,3,,2.49,30.383858,,,,,,,,,,-RA,BKN,1000,,,,,,,IFR,,,,,,,,,,,,METAR,5.0
SBFI 050600Z 10012KT CAVOK 14/10 Q1024,SBFI,2021-08-05T06:00:00Z,-25.6,-54.48,14.0,10.0,100,12,,6.21,30.236221,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,233.0
SBEG 050600Z 26003KT 9999 VCTS FEW025CB BKN100 22/21 Q1016,SBEG,2021-08-05T06:00:00Z,-3.03,-60.03,22.0,21.0,260,3,,6.21,30.0,,,,,,,,,,VCTS,FEW,2500,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,69.0
SBDN 050600Z 11014KT CAVOK 14/09 Q1024,SBDN,2021-08-05T06:00:00Z,-22.18,-51.43,14.0,9.0,110,14,,6.21,30.236221,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,438.0
SBCY 050600Z 20004KT CAVOK 21/09 Q1019,SBCY,2021-08-05T06:00:00Z,-15.65,-56.12,21.0,9.0,200,4,,6.21,30.088583,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,182.0
SBCT 050600Z 11004KT 070V140 9999 BKN009 11/10 Q1030,SBCT,2021-08-05T06:00:00Z,-25.52,-49.17,11.0,10.0,110,4,,6.21,30.413385,,,,,,,,,,,BKN,900,,,,,,,IFR,,,,,,,,,,,,METAR,914.0
SBCI 050600Z AUTO /////KT ///V/// //// // ///////// ///// Q////,SBCI,2021-08-05T06:00:00Z,-7.32,-47.47,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,174.0
SBCG 050600Z 18003KT CAVOK 13/06 Q1023,SBCG,2021-08-05T06:00:00Z,-20.47,-54.67,13.0,6.0,180,3,,6.21,30.206694,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,556.0
SBCF 050600Z 09008KT CAVOK 15/10 Q1027,SBCF,2021-08-05T06:00:00Z,-19.63,-43.97,15.0,10.0,90,8,,6.21,30.324802,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,825.0
SBBV 050600Z 31005KT CAVOK 24/22 Q1016,SBBV,2021-08-05T06:00:00Z,2.85,-60.7,24.0,22.0,310,5,,6.21,30.0,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,80.0
SBBR 050600Z 07006KT CAVOK 17/08 Q1025,SBBR,2021-08-05T06:00:00Z,-15.87,-47.92,17.0,8.0,70,6,,6.21,30.265747,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1051.0
SBBH 050600Z 10004KT CAVOK 15/08 Q1027,SBBH,2021-08-05T06:00:00Z,-19.85,-43.95,15.0,8.0,100,4,,6.21,30.324802,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,799.0
SBBG 050600Z AUTO 05013KT 9999 OVC010 14/12 Q1028,SBBG,2021-08-05T06:00:00Z,-31.38,-54.12,14.0,12.0,50,13,,6.21,30.35433,,,TRUE,,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,182.0
SBBE 050600Z 09006KT 9999 FEW020 26/23 Q1015,SBBE,2021-08-05T06:00:00Z,-1.37,-48.47,26.0,23.0,90,6,,6.21,29.970472,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,16.0
SBAX 050600Z AUTO 11011KT CAVOK 15/10 Q1026,SBAX,2021-08-05T06:00:00Z,-19.57,-46.97,15.0,10.0,110,11,,6.21,30.295275,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,989.0
SBAR 050600Z 21004KT 9999 FEW028 22/19 Q1019,SBAR,2021-08-05T06:00:00Z,-10.98,-37.07,22.0,19.0,210,4,,6.21,30.088583,,,,,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
SBAN 050600Z 11010KT CAVOK 16/07 Q1024,SBAN,2021-08-05T06:00:00Z,-16.22,-48.97,16.0,7.0,110,10,,6.21,30.236221,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1131.0
SBAA 050600Z AUTO 16006KT 130V200 CAVOK 21/13 Q1016,SBAA,2021-08-05T06:00:00Z,-8.35,-49.3,21.0,13.0,160,6,,6.21,30.0,,,TRUE,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,192.0
SAZS 050600Z 21003KT CAVOK 03/M01 Q1013,SAZS,2021-08-05T06:00:00Z,-41.15,-71.17,3.0,-1.0,210,3,,6.21,29.911417,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,843.0
SAZN 050600Z 00000KT CAVOK 04/02 Q1014,SAZN,2021-08-05T06:00:00Z,-38.95,-68.15,4.0,2.0,0,0,,6.21,29.940945,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,273.0
SAZM 050600Z 35009KT 7000 OVC003 06/06 Q1028,SAZM,2021-08-05T06:00:00Z,-37.92,-57.57,6.0,6.0,350,9,,4.35,30.35433,,,,,,,,,,,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,17.0
SAWH 050600Z 36014KT 9999 FEW040 SCT200 09/03 Q0986,SAWH,2021-08-05T06:00:00Z,-54.85,-68.3,9.0,3.0,360,14,,6.21,29.114174,,,,,,,,,,,FEW,4000,SCT,20000,,,,,VFR,,,,,,,,,,,,METAR,22.0
SAWG 050600Z 34020KT CAVOK 12/M04 Q0985,SAWG,2021-08-05T06:00:00Z,-51.62,-69.27,12.0,-4.0,340,20,,6.21,29.084646,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,15.0
SAWE 050600Z 09006KT 9999 NSC 03/M01 Q0988,SAWE,2021-08-05T06:00:00Z,-53.78,-67.75,3.0,-1.0,90,6,,6.21,29.17323,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,22.0
SAVC 050600Z 27010KT CAVOK 18/M02 Q1001,SAVC,2021-08-05T06:00:00Z,-45.78,-67.47,18.0,-2.0,270,10,,6.21,29.557087,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,58.0
SASJ 050600Z 29002KT CAVOK 09/02 Q1025,SASJ,2021-08-05T06:00:00Z,-24.38,-65.1,9.0,2.0,290,2,,6.21,30.265747,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,913.0
SASA 050600Z 00000KT CAVOK 06/02 Q1025,SASA,2021-08-05T06:00:00Z,-24.85,-65.48,6.0,2.0,0,0,,6.21,30.265747,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1235.0
SARP 050600Z 16002KT CAVOK 15/11 Q1025,SARP,2021-08-05T06:00:00Z,-27.38,-55.97,15.0,11.0,160,2,,6.21,30.265747,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,123.0
SARL 050600Z 09008KT 8000 NSC 12/11 Q1026,SARL,2021-08-05T06:00:00Z,-29.68,-57.15,12.0,11.0,90,8,,4.97,30.295275,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,70.0
SARI 050600Z 09005KT CAVOK 11/07 Q1024,SARI,2021-08-05T06:00:00Z,-25.73,-54.47,11.0,7.0,90,5,,6.21,30.236221,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,268.0
SARF 050600Z 18005KT 9999 SCT021 BKN100 OVC200 14/12 Q1022,SARF,2021-08-05T06:00:00Z,-26.22,-58.22,14.0,12.0,180,5,,6.21,30.177166,,,,,,,,,,,SCT,2100,BKN,10000,OVC,20000,,,VFR,,,,,,,,,,,,METAR,65.0
SARE 050600Z 15004KT 6000 NSC 08/07 Q1023,SARE,2021-08-05T06:00:00Z,-27.43,-59.05,8.0,7.0,150,4,,3.73,30.206694,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,52.0
SARC 050600Z 14007KT 6000 NSC 12/10 Q1023,SARC,2021-08-05T06:00:00Z,-27.43,-58.77,12.0,10.0,140,7,,3.73,30.206694,,,,,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,60.0
SANT 050600Z 36005KT 5000 FU NSC 12/05 Q1023,SANT,2021-08-05T06:00:00Z,-26.85,-65.1,12.0,5.0,360,5,,3.11,30.206694,,,,,,,,,,FU,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,446.0
SAEZ 050600Z 07004KT 0100 R11/P2000D FG NSC 06/06 Q1027 BECMG TL0800 3000 BR BKN005,SAEZ,2021-08-05T06:00:00Z,-34.82,-58.53,6.0,6.0,70,4,,0.06,30.324802,,,,,,,,,,FG,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,16.0
SADF 050600Z 02009KT 0800 R05/P2000N FG OVC002 07/07 Q1028,SADF,2021-08-05T06:00:00Z,-34.45,-58.58,7.0,7.0,20,9,,0.5,30.35433,,,,,,,,,,FG,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,4.0
SACO 050600Z 01011KT CAVOK 08/02 Q1024 NOSIG,SACO,2021-08-05T06:00:00Z,-31.32,-64.22,8.0,2.0,10,11,,6.21,30.236221,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,474.0
SAAR 050600Z 09007KT CAVOK 04/04 Q1026,SAAR,2021-08-05T06:00:00Z,-32.92,-60.77,4.0,4.0,90,7,,6.21,30.295275,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,24.0
ROYN 050600Z AUTO 23015KT 7000 -RA FEW007 OVC013 //////TCU 28/27 Q0997,ROYN,2021-08-05T06:00:00Z,24.47,122.97,28.0,27.0,230,15,,4.35,29.438976,,,TRUE,,,,,,,-RA,FEW,700,OVC,1300,,,,,MVFR,,,,,,,,,,,,METAR,21.0
ROTM 050600Z 28012KT 9999 FEW008 SCT015 BKN050 27/27 A2939 RMK DZB15E00 SLP937,ROTM,2021-08-05T06:00:00Z,26.27,127.75,27.0,27.0,280,12,,6.21,29.388779,993.7,,,,,,,,,,FEW,800,SCT,1500,BKN,5000,,,VFR,,,,,,,,,,,,SPECI,80.0
RORY 050600Z AUTO 09019G30KT 9999 OVC010 27/26 Q0991,RORY,2021-08-05T06:00:00Z,27.05,128.4,27.0,26.0,90,19,30,6.21,29.26181,,,TRUE,,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,13.0
RORS 050600Z 25012KT 200V290 9999 FEW017 BKN/// 31/28 Q0998,RORS,2021-08-05T06:00:00Z,24.82,125.15,31.0,28.0,250,12,,6.21,29.468504,,,,,,,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,13.0
RORK 050600Z AUTO 17018KT 5000 RA BR FEW009 SCT033 BKN080 //////TCU 25/24 Q1002,RORK,2021-08-05T06:00:00Z,25.93,131.32,25.0,24.0,170,18,,3.11,29.586615,,,TRUE,,,,,,,RA BR,FEW,900,SCT,3300,BKN,8000,,,MVFR,,,,,,,,,,,,METAR,11.0
ROMY 050600Z 25016KT 9999 VCSH FEW016 BKN060 BKN/// 31/27 Q0998,ROMY,2021-08-05T06:00:00Z,24.78,125.27,31.0,27.0,250,16,,6.21,29.468504,,,,,,,,,,VCSH,FEW,1600,BKN,6000,,,,,VFR,,,,,,,,,,,,METAR,38.0
ROMD 050600Z AUTO 18011KT 150V210 4700 RA BR FEW005 SCT007 OVC060 //////TCU 25/25 Q1002,ROMD,2021-08-05T06:00:00Z,25.83,131.25,25.0,25.0,180,11,,2.92,29.586615,,,TRUE,,,,,,,RA BR,FEW,500,SCT,700,OVC,6000,,,IFR,,,,,,,,,,,,METAR,45.0
ROIG 050600Z 23018KT 9999 VCSH SCT015 BKN040 31/27 Q0998,ROIG,2021-08-05T06:00:00Z,24.33,124.18,31.0,27.0,230,18,,6.21,29.468504,,,,,,,,,,VCSH,SCT,1500,BKN,4000,,,,,VFR,,,,,,,,,,,,METAR,26.0
ROAH 050600Z 28013KT 7000 SHRA FEW005 BKN012 FEW020TCU BKN030 27/26 Q0995 RMK 1ST005 5CU012 1TCU020 6CU030 A2938 TCU 15KM S-SW MOV SE,ROAH,2021-08-05T06:00:00Z,26.18,127.65,27.0,26.0,280,13,,4.35,29.379921,,,,,,,,,,SHRA,FEW,500,BKN,1200,FEW,2000,BKN,3000,MVFR,,,,,,,,,,,,METAR,6.0
RKTU 050600Z 25005KT 9999 FEW040 SCT070 34/25 Q1005,RKTU,2021-08-05T06:00:00Z,36.7,127.5,34.0,25.0,250,5,,6.21,29.675198,,,,,,,,,,,FEW,4000,SCT,7000,,,,,VFR,,,,,,,,,,,,METAR,46.0
RKTN 050600Z 31005KT 9999 SCT050 37/21 Q1004,RKTN,2021-08-05T06:00:00Z,35.88,128.65,37.0,21.0,310,5,,6.21,29.64567,,,,,,,,,,,SCT,5000,,,,,,,VFR,,,,,,,,,,,,METAR,25.0
RKSS 050600Z 27008KT 230V300 9999 SCT045 34/23 Q1005 NOSIG,RKSS,2021-08-05T06:00:00Z,37.55,126.78,34.0,23.0,270,8,,6.21,29.675198,,,,,,TRUE,,,,,SCT,4500,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
RKSM 050600Z 22004KT 9999 BKN040 34/22 A2968,RKSM,2021-08-05T06:00:00Z,37.43,127.12,34.0,22.0,220,4,,6.21,29.681103,,,,,,,,,,,BKN,4000,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
RKSI 050600Z 29010KT 250V320 CAVOK 33/22 Q1005 NOSIG,RKSI,2021-08-05T06:00:00Z,37.47,126.45,33.0,22.0,290,10,,6.21,29.675198,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
RKPK 050600Z 13010KT 9999 SCT040 36/21 Q1004,RKPK,2021-08-05T06:00:00Z,35.17,128.93,36.0,21.0,130,10,,6.21,29.64567,,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
RKPC 050600Z 06018KT 9999 SCT030 31/25 Q1004 NOSIG,RKPC,2021-08-05T06:00:00Z,33.5,126.48,31.0,25.0,60,18,,6.21,29.64567,,,,,,TRUE,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,23.0
RKNY 050600Z 14006KT 9999 FEW070 30/22 Q1004 NOSIG,RKNY,2021-08-05T06:00:00Z,38.07,128.67,30.0,22.0,140,6,,6.21,29.64567,,,,,,TRUE,,,,,FEW,7000,,,,,,,VFR,,,,,,,,,,,,METAR,76.0
RKJB 050600Z 30006KT 260V330 9999 SCT030 33/26 Q1005 NOSIG,RKJB,2021-08-05T06:00:00Z,34.98,126.38,33.0,26.0,300,6,,6.21,29.675198,,,,,,TRUE,,,,,SCT,3000,,,,,,,VFR,,,,,,,,,,,,METAR,16.0
RJTT 050600Z 11007KT 9999 FEW020 SCT/// 33/24 Q1006 NOSIG RMK 1CU020 A2971,RJTT,2021-08-05T06:00:00Z,35.55,139.77,33.0,24.0,110,7,,6.21,29.704725,,,,,,TRUE,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
RJTO 050600Z 06010KT 030V090 9999 FEW025 BKN/// 30/24 Q1006,RJTO,2021-08-05T06:00:00Z,34.77,139.37,30.0,24.0,60,10,,6.21,29.704725,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,37.0
RJTI 050600Z 14009KT 9999 FEW020 SCT/// 33/25 Q1006,RJTI,2021-08-05T06:00:00Z,35.63,139.83,33.0,25.0,140,9,,6.21,29.704725,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
RJTF 050600Z 14005KT 100V200 9999 FEW030 BKN/// 35/24 Q1006,RJTF,2021-08-05T06:00:00Z,35.67,139.52,35.0,24.0,140,5,,6.21,29.704725,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,37.0
RJSY 050600Z VRB07KT 9999 FEW030 31/24 Q1006,RJSY,2021-08-05T06:00:00Z,38.82,139.78,31.0,24.0,0,7,,6.21,29.704725,,,,,,,,,,,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
RJSS 050600Z 15010KT 9999 FEW010 FEW025CB SCT/// 29/24 Q1006,RJSS,2021-08-05T06:00:00Z,38.13,140.92,29.0,24.0,150,10,,6.21,29.704725,,,,,,,,,,,FEW,1000,FEW,2500,,,,,VFR,,,,,,,,,,,,METAR,5.0
RJSR 050600Z 29009KT 9999 FEW035 32/25 Q1006,RJSR,2021-08-05T06:00:00Z,40.18,140.37,32.0,25.0,290,9,,6.21,29.704725,,,,,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,83.0
RJSN 050600Z 01010KT 9999 FEW025 FEW030CB 32/26 Q1005,RJSN,2021-08-05T06:00:00Z,37.95,139.12,32.0,26.0,10,10,,6.21,29.675198,,,,,,,,,,,FEW,2500,FEW,3000,,,,,VFR,,,,,,,,,,,,METAR,4.0
RJSM 050600Z 12010KT 9999 SCT030 FEW035CB BKN040 BKN230 29/24 Q1006,RJSM,2021-08-05T06:00:00Z,40.7,141.37,29.0,24.0,120,10,,6.21,29.704725,,,,,,,,,,,SCT,3000,FEW,3500,BKN,4000,BKN,23000,VFR,,,,,,,,,,,,METAR,31.0
RJSK 050600Z 30009KT 270V330 9999 FEW040 32/23 Q1006,RJSK,2021-08-05T06:00:00Z,39.62,140.22,32.0,23.0,300,9,,6.21,29.704725,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,95.0
RJSI 050600Z 24005KT 200V270 9999 FEW040 35/24 Q1005,RJSI,2021-08-05T06:00:00Z,39.42,141.13,35.0,24.0,240,5,,6.21,29.675198,,,,,,,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,89.0
